"id","title","short_title","api_uri","first_name","last_name","date_of_birth","gender","party","twitter_account","facebook_account","govtrack_id","cspan_id","votesmart_id","icpsr_id","crp_id","google_entity_id","fec_candidate_id","url","rss_url","in_office","dw_nominate","seniority","next_election","total_votes","missed_votes","total_present","last_updated","ocd_id","office","phone","fax","state","district","at_large","geoid","missed_votes_pct","votes_with_party_pct","votes_against_party_pct","middle_name","youtube_account","leadership_role","suffix","contact_form","vacate","successor","non_voting"
"S000051","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000051.json","Mark","Sanford","1960-05-28","M","R","RepSanfordSC","RepSanfordSC",400607,6513,21991,29565,"N00002424","/m/02c6ck","H4SC01073","https://sanford.house.gov",NA,FALSE,0.686,6,2018,1211,40,16,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:sc/cd:1","2211 Rayburn House Office Building","202-225-3176","843-521-2535","SC","1",FALSE,4501,3.3,83.78,16.22,NA,"RepSanfordSC","",NA,NA,0,0,0
"S001168","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001168.json","John","Sarbanes","1962-05-22","M","D","RepSarbanes","RepSarbanes",412212,1022884,66575,20724,"N00027751","/m/08_r8n","H6MD03292","https://sarbanes.house.gov","https://sarbanes.house.gov/rss.xml",FALSE,-0.469,12,2018,1211,11,2,"2021-03-02 02:35:53 -0500","ocd-division/country:us/state:md/cd:3","2444 Rayburn House Office Building","202-225-4016","202-225-9219","MD","3",FALSE,2403,0.91,98.03,1.97,NA,"RepJohnSarbanes",NA,NA,NA,0,0,0
"S001176","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001176.json","Steve","Scalise","1965-10-06","M","R","SteveScalise","RepSteveScalise",412261,1015311,9026,20759,"N00009660","/m/0br34c","H0LA01087","https://scalise.house.gov","https://scalise.house.gov/rss.xml",FALSE,0.56,12,2018,1211,353,0,"2021-03-02 02:35:53 -0500","ocd-division/country:us/state:la/cd:1","2338 Rayburn House Office Building","202-225-3015","202-226-0386","LA","1",FALSE,2201,29.15,99.41,0.59,NA,"RepSteveScalise","Majority Whip",NA,NA,0,0,0
"S001205","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001205.json","Mary","Scanlon","1959-08-30","F","D","RepMGS",NA,412750,NA,178890,NA,"N00042706","/g/11ghrc58bb","","https://scanlon.house.gov","https://medium.com/feed/@repmgs",FALSE,NA,2,NA,84,1,0,"2021-03-02 02:35:53 -0500","ocd-division/country:us/state:pa/cd:7",NA,NA,NA,"PA","7",FALSE,4207,1.19,98.78,1.22,"Gay",NA,NA,NA,NA,0,1,0
"S001145","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001145.json","Jan","Schakowsky","1944-05-26","F","D","JanSchakowsky","janschakowsky",400360,57874,6387,29911,"N00004724","/m/0256nw","H8IL09067","https://schakowsky.house.gov",NA,FALSE,-0.607,20,2018,1211,11,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:il/cd:9","2367 Rayburn House Office Building","202-225-2111","202-226-6890","IL","9",FALSE,1709,0.91,96.15,3.85,NA,"repschakowsky",NA,NA,NA,0,0,0
"S001150","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001150.json","Adam","Schiff","1960-06-22","M","D","RepAdamSchiff","RepAdamSchiff",400361,90167,9489,20104,"N00009585","/m/024tls","H0CA27085","https://schiff.house.gov",NA,FALSE,-0.348,18,2018,1211,6,1,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:ca/cd:28","2372 Rayburn House Office Building","202-225-4176","202-225-5828","CA","28",FALSE,628,0.5,98.47,1.53,"B.","adamschiff",NA,NA,NA,0,0,0
"S001190","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001190.json","Brad","Schneider","1961-08-20","M","D","repschneider","CongressmanBradSchneider",412534,63948,134948,21326,"N00033101","/m/0j63zyv","H2IL10068","https://schneider.house.gov","https://schneider.house.gov/rss.xml",FALSE,-0.164,2,2018,1211,12,1,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:il/cd:10","1432 Longworth House Office Building","202-225-4835","202-225-0837","IL","10",FALSE,1710,0.99,89.63,10.37,NA,"RepBradSchneider",NA,NA,NA,0,0,0
"S001180","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001180.json","Kurt","Schrader","1951-10-19","M","D","RepSchrader","repschrader",412315,1031358,10813,20944,"N00030071","/m/0412ntl","H8OR05107","https://schrader.house.gov","https://schrader.house.gov/newsroom/rss.aspx",FALSE,-0.193,10,2018,1188,20,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:or/cd:5","2431 Rayburn House Office Building","202-225-5711","202-225-5699","OR","5",FALSE,4105,1.68,89.64,10.36,NA,"repkurtschrader",NA,NA,NA,0,0,0
"S001183","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001183.json","David","Schweikert","1962-03-03","M","R","RepDavid","repdavidschweikert",412399,5205,106387,21105,"N00006460","/m/03wbpxj","H4AZ06045","https://schweikert.house.gov","https://schweikert.house.gov/rss.xml",FALSE,0.632,8,2018,1211,8,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:az/cd:6","2059 Rayburn House Office Building","202-225-2190","202-225-0096","AZ","6",FALSE,406,0.66,96.16,3.84,NA,"RepDavidSchweikert",NA,NA,NA,0,0,0
"S000185","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000185.json","Robert","Scott","1947-04-30","M","D","BobbyScott","RepBobbyScott",400364,25888,27117,39307,"N00002147","/m/03twgl","H6VA01117","https://bobbyscott.house.gov","https://bobbyscott.house.gov/rss.xml",FALSE,-0.451,26,2018,1211,12,1,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:va/cd:3","1201 Longworth House Office Building","202-225-8351","202-225-8354","VA","3",FALSE,5103,0.99,96.4,3.6,"C.","repbobbyscott",NA,NA,NA,0,0,0
"S001157","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001157.json","David","Scott","1945-06-27","M","D","RepDavidScott","113303673339",400363,1003567,7826,20321,"N00024871","/m/0255r4","H2GA13012","https://davidscott.house.gov","https://davidscott.house.gov/news/rss.aspx",FALSE,-0.301,16,2018,1211,92,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:ga/cd:13","225 Cannon House Office Building","202-225-2939","202-225-4628","GA","13",FALSE,1313,7.6,94.4,5.6,NA,"RepDavidScott",NA,NA,NA,0,0,0
"S001189","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001189.json","Austin","Scott","1969-12-10","M","R","AustinScottGA08","RepAustinScott",412417,623344,11812,21123,"N00032457","/m/076zn3y","H0GA08099","https://austinscott.house.gov","https://austinscott.house.gov/rss.xml",FALSE,0.57,8,2018,1211,24,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:ga/cd:8","2417 Rayburn House Office Building","202-225-6531","202-225-3013","GA","8",FALSE,1308,1.98,97.38,2.62,NA,"RepAustinScott",NA,NA,NA,0,0,0
"S000244","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000244.json","F.","Sensenbrenner","1943-06-14","M","R","JimPressOffice","RepSensenbrenner",400365,1507,27142,14657,"N00004291","/m/024tp2","H8WI09050","https://sensenbrenner.house.gov",NA,FALSE,0.647,40,2018,1211,22,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:wi/cd:5","2449 Rayburn House Office Building","202-225-5101","202-225-3190","WI","5",FALSE,5505,1.82,94.17,5.83,"James","RepSensenbrenner",NA,NA,NA,0,0,0
"S000248","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000248.json","Jose","Serrano","1943-10-24","M","D","RepJoseSerrano","RepJoseSerrano",400366,14306,26981,29134,"N00001813","/m/03s6z9","H0NY18065","https://serrano.house.gov","https://serrano.house.gov/rss.xml",FALSE,-0.491,30,2018,1211,6,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ny/cd:15","2354 Rayburn House Office Building","202-225-4361","202-225-6001","NY","15",FALSE,3615,0.5,97.19,2.81,"E.",NA,NA,NA,NA,0,0,0
"S000250","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000250.json","Pete","Sessions","1955-03-22","M","R","PeteSessions","petesessions",400367,36807,288,29759,"N00005681","/m/03v39l","H2TX03126","https://sessions.house.gov",NA,FALSE,0.585,22,2018,1211,16,0,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:tx/cd:32","2233 Rayburn House Office Building","202-225-2231","202-225-5878","TX","32",FALSE,4832,1.32,99.07,0.93,NA,"PeteSessions","",NA,NA,0,0,0
"S001185","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001185.json","Terri","Sewell","1965-01-01","F","D","RepTerriSewell","RepSewell",412396,623257,121621,21102,"N00030622","/m/05pbszt","H0AL07086","https://sewell.house.gov","https://sewell.house.gov/rss.xml",FALSE,-0.39,8,2018,1211,63,3,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:al/cd:7","2201 Rayburn House Office Building","202-225-2665","202-226-9567","AL","7",FALSE,107,5.2,96.33,3.67,NA,"RepSewell",NA,NA,NA,0,0,0
"S001170","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001170.json","Carol","Shea-Porter","1952-12-02","F","D","repsheaporter","repsheaporter",412219,1021773,65891,20731,"N00028091","/m/0fvcl4","H6NH01230","https://shea-porter.house.gov",NA,FALSE,-0.315,8,2018,1211,120,4,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:nh/cd:1","1530 Longworth House Office Building","202-225-5456","202-228-6362","NH","1",FALSE,3301,9.91,95.1,4.9,NA,NA,"",NA,NA,0,0,0
"S000344","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000344.json","Brad","Sherman","1954-10-24","M","D","BradSherman","63158229861",400371,45124,142,29707,"N00006897","/m/024tkr","H6CA24113","https://sherman.house.gov","https://sherman.house.gov/rss.xml",FALSE,-0.341,22,2018,1211,16,2,"2021-03-02 02:35:54 -0500","ocd-division/country:us/state:ca/cd:30","2181 Rayburn House Office Building","202-225-5911","202-225-5879","CA","30",FALSE,630,1.32,95.53,4.47,NA,"shermanca27",NA,NA,NA,0,0,0
"S000364","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000364.json","John","Shimkus","1958-02-21","M","R","RepShimkus","repshimkus",400373,30623,246,29718,"N00004961","/m/02573y","H2IL20042","https://shimkus.house.gov","https://shimkus.house.gov/rss.xml",FALSE,0.371,22,2018,1211,14,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:il/cd:15","2217 Rayburn House Office Building","202-225-5271","202-225-5880","IL","15",FALSE,1715,1.16,96.89,3.11,NA,"repshimkus",NA,NA,NA,0,0,0
"S001154","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001154.json","Bill","Shuster","1961-01-10","M","R","RepBillShuster","Rep.Shuster",409888,89108,55693,20134,"N00013770","/m/03tm89","H2PA09035","https://shuster.house.gov",NA,FALSE,0.374,18,2018,1211,147,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:pa/cd:9","2079 Rayburn House Office Building","202-225-2431","202-225-2486","PA","9",FALSE,4209,12.14,96.51,3.49,NA,"repshuster","",NA,NA,0,0,0
"S001148","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001148.json","Mike","Simpson","1950-09-08","M","R","CongMikeSimpson","96007744606",400376,57889,2917,29910,"N00006263","/m/0255tn","H8ID02064","https://simpson.house.gov","https://simpson.house.gov/news/rss.aspx",FALSE,0.293,20,2018,1211,70,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:id/cd:2","2084 Rayburn House Office Building","202-225-5531","202-225-8216","ID","2",FALSE,1602,5.78,95.95,4.05,NA,"CongMikeSimpson",NA,NA,NA,0,0,0
"S001191","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001191.json","Kyrsten","Sinema","1976-07-12","F","D","SenatorSinema","CongresswomanSinema",412509,68489,28338,21300,"N00033983","/m/03qnndb","H2AZ09019","https://www.sinema.senate.gov",NA,FALSE,-0.107,6,2018,1211,122,0,"2019-11-18 02:30:19 -0500","ocd-division/country:us/state:az/cd:9","1725 Longworth House Office Building","202-225-9888","202-225-9731","AZ","9",FALSE,409,10.07,79.91,20.09,NA,"repsinema","",NA,NA,0,0,0
"S001165","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001165.json","Albio","Sires","1951-01-26","M","D","RepSires","81058818750",412186,1022293,22510,20542,"N00027523","/m/08bt8r","H6NJ13191","https://sires.house.gov","https://sires.house.gov/rss.xml",FALSE,-0.405,14,2018,1211,58,2,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:nj/cd:8","2342 Rayburn House Office Building","202-225-7919","202-226-0792","NJ","8",FALSE,3408,4.79,97.51,2.49,NA,"RepSiresNJ13",NA,NA,NA,0,0,0
"S000480","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000480.json","Louise","Slaughter","1929-08-14","F","D","LouiseSlaughter","RepLouiseSlaughter",400378,1755,26991,15444,"N00001311","/m/03tvt9","H6NY03031","https://louise.house.gov",NA,FALSE,-0.465,32,2018,825,112,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ny/cd:25","2469 Rayburn House Office Building","202-225-3615","202-225-7822","NY","25",FALSE,3625,13.58,97.55,2.45,"M.","louiseslaughter","",NA,NA,1,0,0
"S000522","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000522.json","Christopher","Smith","1953-03-04","M","R","RepChrisSmith","RepChrisSmith",400380,6411,26952,14863,"N00009816","/m/033f4d","H8NJ04014","https://chrissmith.house.gov","https://chrissmith.house.gov/news/rss.aspx",FALSE,0.161,38,2018,1211,9,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:nj/cd:4","2373 Rayburn House Office Building","202-225-3765","202-225-7768","NJ","4",FALSE,3404,0.74,88.39,11.61,"H.","USRepChrisSmith",NA,NA,NA,0,0,0
"S000583","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000583.json","Lamar","Smith","1947-11-19","M","R","LamarSmithTX21","LamarSmithTX21",400381,8884,27097,15445,"N00001811","/m/03twnt","H6TX21012","https://lamarsmith.house.gov",NA,FALSE,0.425,32,2018,1211,82,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:21","2409 Rayburn House Office Building","202-225-4236","202-225-8628","TX","21",FALSE,4821,6.77,98.93,1.07,NA,"lamarsmithtexas21","",NA,NA,0,0,0
"S001195","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001195.json","Jason","Smith","1980-06-16","M","R","RepJasonSmith","repjasonsmith",412596,71083,59318,21373,"N00035282","/m/0g9yj_2","H4MO08162","https://jasonsmith.house.gov",NA,FALSE,0.618,6,2018,1211,27,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:mo/cd:8","1118 Longworth House Office Building","202-225-4404","202-226-0326","MO","8",FALSE,2908,2.23,95.84,4.16,NA,"RepJasonSmith",NA,NA,NA,0,0,0
"S000510","Representative","Rep.","https://api.propublica.org/congress/v1/members/S000510.json","Adam","Smith","1965-06-15","M","D","RepAdamSmith","RepAdamSmith",400379,44329,845,29768,"N00007833","/m/024zj_","H6WA09025","https://adamsmith.house.gov",NA,FALSE,-0.284,22,2018,1211,32,1,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:wa/cd:9","2264 Rayburn House Office Building","202-225-8901","202-225-5893","WA","9",FALSE,5309,2.64,95.82,4.18,NA,"CongressmanAdamSmith",NA,NA,NA,0,0,0
"S001172","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001172.json","Adrian","Smith","1970-12-19","M","R","RepAdrianSmith",NA,412217,1022845,21284,20729,"N00027623","/m/0c505n","H6NE03115","https://adriansmith.house.gov","https://adriansmith.house.gov/rss.xml",FALSE,0.51,12,2018,1211,37,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:ne/cd:3","320 Cannon House Office Building","202-225-6435","202-225-0207","NE","3",FALSE,3103,3.06,97.86,2.14,NA,"RepAdrianSmith",NA,NA,NA,0,0,0
"S001199","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001199.json","Lloyd","Smucker","1964-01-23","M","R","RepSmucker","RepSmucker",412722,103540,102454,21745,"N00038781","/m/05t08cn","H6PA16320","https://smucker.house.gov","https://smucker.house.gov/rss.xml",FALSE,0.397,2,2018,1211,15,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:pa/cd:16","516 Cannon House Office Building","202-225-2411",NA,"PA","16",FALSE,4216,1.24,96.81,3.19,NA,NA,NA,NA,NA,0,0,0
"S001200","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001200.json","Darren","Soto","1978-02-25","M","D","RepDarrenSoto","CongressmanDarrenSoto",412695,104534,67618,21746,"N00037422","/m/05b_1xw","H6FL09179","https://soto.house.gov","https://soto.house.gov/rss.xml",FALSE,-0.382,2,2018,1211,5,0,"2021-03-02 02:35:55 -0500","ocd-division/country:us/state:fl/cd:9","1429 Longworth House Office Building","202-225-9889",NA,"FL","9",FALSE,1209,0.41,97.62,2.39,NA,"repdarrensoto",NA,NA,NA,0,0,0
"S001175","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001175.json","Jackie","Speier","1950-05-14","F","D","RepSpeier","JackieSpeier",412259,1027627,8425,20762,"N00029649","/m/06k27l","H8CA12171","https://speier.house.gov",NA,FALSE,-0.383,12,2018,1211,178,0,"2021-03-02 02:35:56 -0500","ocd-division/country:us/state:ca/cd:14","2465 Rayburn House Office Building","202-225-3531","202-347-0956","CA","14",FALSE,614,14.7,96.51,3.49,NA,"jackiespeierca12",NA,NA,NA,0,0,0
"S001196","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001196.json","Elise","Stefanik","1984-07-02","F","R","RepStefanik","RepEliseStefanik",412648,76364,152539,21541,"N00035523","/m/0110fjsf","H4NY21079","https://stefanik.house.gov",NA,FALSE,0.218,4,2018,1211,6,0,"2021-03-02 02:35:56 -0500","ocd-division/country:us/state:ny/cd:21","318 Cannon House Office Building","202-225-4611","202-226-0621","NY","21",FALSE,3621,0.5,91.41,8.59,NA,NA,NA,NA,NA,0,0,0
"S001192","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001192.json","Chris","Stewart","1960-07-15","M","R","RepChrisStewart","RepChrisStewart",412581,68466,135930,21367,"N00033932","/m/0j273ks","H2UT02324","https://stewart.house.gov",NA,FALSE,0.521,6,2018,1211,26,0,"2021-03-02 02:35:56 -0500","ocd-division/country:us/state:ut/cd:2","323 Cannon House Office Building","202-225-9730","801-364-5551","UT","2",FALSE,4902,2.15,97.79,2.21,NA,"repchrisstewart",NA,NA,NA,0,0,0
"S001187","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001187.json","Steve","Stivers","1965-03-24","M","R","RepSteveStivers","116058275133542",412461,62320,45333,21163,"N00029574","/m/08xnqw","H8OH15076","https://stivers.house.gov","https://stivers.house.gov/news/rss.aspx",FALSE,0.299,8,2018,1211,76,0,"2021-03-02 02:35:56 -0500","ocd-division/country:us/state:oh/cd:15","1022 Longworth House Office Building","202-225-2015","202-225-3529","OH","15",FALSE,3915,6.28,93.09,6.91,NA,"RepSteveStivers",NA,NA,NA,0,0,0
"S001201","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001201.json","Thomas","Suozzi","1962-08-31","M","D","RepTomSuozzi","RepTomSuozzi",412717,104747,92111,21747,"N00038742","/m/060n4d","H6NY03247","https://suozzi.house.gov","https://suozzi.house.gov/rss.xml",FALSE,-0.2,2,2018,1211,37,0,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ny/cd:3","226 Cannon House Office Building","202-225-3335","202-225-4669","NY","3",FALSE,3603,3.06,91,9,NA,NA,NA,NA,NA,0,0,0
"S001193","Representative","Rep.","https://api.propublica.org/congress/v1/members/S001193.json","Eric","Swalwell","1980-11-16","M","D","RepSwalwell","CongressmanEricSwalwell",412514,79729,129529,21306,"N00033508","/m/0ncq55g","H2CA15094","https://swalwell.house.gov","https://swalwell.house.gov/rss.xml",FALSE,-0.364,6,2018,1211,78,0,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ca/cd:15","129 Cannon House Office Building","202-225-5065",NA,"CA","15",FALSE,615,6.44,96.64,3.36,NA,"ericswalwell",NA,NA,NA,0,0,0
"T000472","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000472.json","Mark","Takano","1960-12-10","M","D","RepMarkTakano","RepMarkTakano",412520,2737,22337,21312,"N00006701","/m/0k3lj_y","H2CA43245","https://takano.house.gov",NA,FALSE,-0.465,6,2018,1211,23,2,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ca/cd:41","1507 Longworth House Office Building","202-225-2305","202-225-7018","CA","41",FALSE,641,1.9,96.2,3.8,NA,"RepMarkTakano",NA,NA,NA,0,0,0
"T000477","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000477.json","Scott","Taylor","1979-06-27","M","R","RepScottTaylor",NA,412727,96047,144514,21748,"N00031263","/m/011bsmj8","H0VA02118","https://taylor.house.gov",NA,FALSE,0.456,2,2018,1211,72,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:va/cd:2","412 Cannon House Office Building","202-225-4215",NA,"VA","2",FALSE,5102,5.95,96.65,3.35,NA,NA,"",NA,NA,0,0,0
"T000478","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000478.json","Claudia","Tenney","1961-02-04","F","R","RepTenney","RepClaudiaTenney",412720,103481,127668,21749,"N00036351","/m/0g5s72n","H4NY22051","https://tenney.house.gov",NA,FALSE,0.275,2,2018,1211,7,0,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ny/cd:22","512 Cannon House Office Building","202-225-3665",NA,"NY","22",FALSE,3622,0.58,93.74,6.26,NA,NA,NA,NA,NA,0,0,0
"T000193","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000193.json","Bennie","Thompson","1948-01-28","M","D","BennieGThompson","CongressmanBennieGThompson",400402,7304,26929,29368,"N00003288","/m/033tc5","H4MS02068","https://benniethompson.house.gov","https://benniethompson.house.gov/rss.xml",FALSE,-0.516,26,2018,1211,114,0,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ms/cd:2","2466 Rayburn House Office Building","202-225-5876","202-225-5898","MS","2",FALSE,2802,9.41,97.01,2.99,NA,"RepBennieThompson",NA,NA,NA,0,0,0
"T000460","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000460.json","Mike","Thompson","1951-01-24","M","D","RepThompson","RepMikeThompson",400403,57872,3564,29901,"N00007419","/m/024sdl","H8CA01109","https://mikethompson.house.gov","https://mikethompson.house.gov/rss.xml",FALSE,-0.396,20,2018,1211,25,2,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:ca/cd:5","231 Cannon House Office Building","202-225-3311","202-225-4335","CA","5",FALSE,605,2.06,96.27,3.73,NA,"CongressmanMThompson",NA,NA,NA,0,0,0
"T000467","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000467.json","Glenn","Thompson","1959-07-27","M","R","CongressmanGT","CongressmanGT",412317,1031359,24046,20946,"N00029736","/m/0409b0_","H8PA05071","https://thompson.house.gov","https://thompson.house.gov/rss.xml",FALSE,0.307,10,2018,1211,10,0,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:pa/cd:5","124 Cannon House Office Building","202-225-5121","202-225-5796","PA","5",FALSE,4205,0.83,93.39,6.61,NA,"CongressmanGT",NA,NA,NA,0,0,0
"T000238","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000238.json","William","Thornberry","1958-07-15","M","R","MacTXPress","repmacthornberry",400404,36814,21706,29572,"N00006052","/m/03dnvd","H4TX13014","https://thornberry.house.gov",NA,FALSE,0.527,24,2018,1211,26,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:tx/cd:13","2208 Rayburn House Office Building","202-225-3706","202-225-3486","TX","13",FALSE,4813,2.15,98.22,1.78,"M.","RepMacThornberry",NA,NA,NA,0,0,0
"T000462","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000462.json","Pat","Tiberi","1962-10-21","M","R","TiberiPress","RepPatTiberi",400406,88155,8404,20130,"N00009699","/m/02zfh_","H0OH12062","https://tiberi.house.gov/",NA,FALSE,0.386,18,2018,728,88,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:oh/cd:12","1203 Longworth House Office Building","202-225-5355","202-226-4523","OH","12",FALSE,3912,12.09,95.29,4.71,NA,"PatTiberi","",NA,NA,1,0,0
"T000470","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000470.json","Scott","Tipton","1956-11-09","M","R","RepTipton","CongressmanScottTipton",412405,60384,65403,21111,"N00027509","/m/0bn82p","H6CO03139","https://tipton.house.gov","https://tipton.house.gov/rss.xml",FALSE,0.453,8,2018,1211,22,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:co/cd:3","218 Cannon House Office Building","202-225-4761","202-226-9669","CO","3",FALSE,803,1.82,93.41,6.59,NA,"RepScottTipton",NA,NA,NA,0,0,0
"T000468","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000468.json","Dina","Titus","1950-05-23","F","D","RepDinaTitus","CongresswomanTitus",412318,1021622,2629,20927,"N00030191","/m/07hwl2","H8NV03036","https://titus.house.gov",NA,FALSE,-0.301,6,2018,1211,94,2,"2021-03-02 02:35:57 -0500","ocd-division/country:us/state:nv/cd:1","2464 Rayburn House Office Building","202-225-5965",NA,"NV","1",FALSE,3201,7.76,96.41,3.59,NA,"CongresswomanTitus",NA,NA,NA,0,0,0
"T000469","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000469.json","Paul","Tonko","1949-06-18","M","D","RepPaulTonko","reppaultonko",412319,1031353,4403,20934,"N00030196","/m/0gzy4c","H8NY21203","https://tonko.house.gov",NA,FALSE,-0.422,10,2018,1211,10,42,"2021-03-02 02:35:58 -0500","ocd-division/country:us/state:ny/cd:20","2463 Rayburn House Office Building","202-225-5076","202-225-5077","NY","20",FALSE,3620,0.83,96.49,3.51,NA,"reppaultonko",NA,NA,NA,0,0,0
"T000474","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000474.json","Norma","Torres","1965-04-04","F","D","NormaJTorres","RepNormaTorres",412617,76129,71284,21508,"N00036107","/m/03wd1hs","H4CA35031","https://torres.house.gov","https://torres.house.gov/rss.xml",FALSE,-0.359,4,2018,1211,25,1,"2021-03-02 02:35:58 -0500","ocd-division/country:us/state:ca/cd:35","1713 Longworth House Office Building","202-225-6161","202-225-8671","CA","35",FALSE,635,2.06,97.31,2.69,NA,NA,NA,NA,NA,0,0,0
"T000475","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000475.json","Dave","Trott","1960-10-16","M","R","repdavetrott","RepDaveTrott",412636,76679,152477,21528,"N00035607","/m/0x0fzkk","H4MI11097","https://trott.house.gov",NA,FALSE,0.369,4,2018,1211,108,0,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:mi/cd:11","1722 Longworth House Office Building","202-225-8171",NA,"MI","11",FALSE,2611,8.92,97.36,2.64,NA,NA,"",NA,NA,0,0,0
"T000465","Representative","Rep.","https://api.propublica.org/congress/v1/members/T000465.json","Niki","Tsongas","1946-04-26","F","D","NikiInTheHouse","RepTsongas",412254,21764,89417,20754,"N00029026","/m/02qn5w8","H8MA05143","https://tsongas.house.gov",NA,FALSE,-0.396,12,2018,1211,154,1,"2019-10-07 10:26:54 -0400","ocd-division/country:us/state:ma/cd:3","1714 Longworth House Office Building","202-225-3411","202-226-0771","MA","3",FALSE,2503,12.72,97.28,2.72,NA,"RepTsongas",NA,NA,NA,0,0,0
